deviation_id,product_id,batch_id,plant_id,deviation_type,severity,root_cause_code,capa_status,reported_date,closed_date
DEV000732,PROD00421,BATCH000888,PLANT02,Labeling Error,Major,RC022,Closed,2023-10-18,2023-11-07
DEV000733,PROD00068,BATCH001269,PLANT03,Labeling Error,Major,RC020,Under Review,2023-08-14,
DEV000734,PROD00896,BATCH001015,PLANT02,Contamination,Major,RC021,Open,2023-10-09,
DEV000735,PROD00849,BATCH000843,PLANT02,Documentation Error,Minor,RC025,Closed,2023-02-24,2023-03-01
DEV000736,PROD00275,BATCH001132,PLANT04,Temperature Excursion,Minor,RC009,Closed,2024-02-06,2024-02-15
DEV000737,PROD00895,BATCH000801,PLANT04,Equipment Malfunction,Major,RC020,Open,2025-01-29,
DEV000738,PROD00485,BATCH001194,PLANT01,Process Deviation,Minor,RC017,Closed,2023-11-03,2023-11-16
DEV000739,PROD00678,BATCH000450,PLANT01,Temperature Excursion,Major,RC002,Closed,2024-10-22,2024-11-24
DEV000740,PROD00529,BATCH001457,PLANT03,Contamination,Minor,RC025,Closed,2024-01-28,2024-02-11
DEV000741,PROD00187,BATCH001482,PLANT05,Temperature Excursion,Major,RC001,Under Review,2025-05-15,
DEV000742,PROD00292,BATCH001004,PLANT02,Out-of-Specification (OOS),Minor,RC021,Closed,2025-03-21,2025-03-25
DEV000743,PROD00922,BATCH000440,PLANT03,Contamination,Major,RC003,Open,2024-10-30,
DEV000744,PROD00646,BATCH001340,PLANT03,Temperature Excursion,Major,RC025,Under Review,2023-01-23,
DEV000745,PROD00415,BATCH001175,PLANT04,Contamination,Minor,RC005,Closed,2023-08-20,2023-09-12
DEV000746,PROD00055,BATCH000272,PLANT05,Documentation Error,Minor,RC023,Under Review,2024-11-27,
DEV000747,PROD00450,BATCH000226,PLANT01,Contamination,Minor,RC023,Under Review,2024-10-30,
DEV000748,PROD00875,BATCH000962,PLANT01,Labeling Error,Minor,RC004,Closed,2023-02-27,2023-04-09
DEV000749,PROD00630,BATCH001065,PLANT03,Equipment Malfunction,Minor,RC007,Closed,2025-03-08,2025-04-15
DEV000750,PROD00014,BATCH000591,PLANT02,Temperature Excursion,Major,RC010,Under Review,2023-02-14,
DEV000751,PROD00106,BATCH000981,PLANT02,Out-of-Specification (OOS),Minor,RC002,Closed,2025-03-01,2025-03-22
DEV000752,PROD00989,BATCH000158,PLANT04,Temperature Excursion,Minor,RC023,Open,2023-04-29,
DEV000753,PROD00062,BATCH000835,PLANT03,Contamination,Critical,RC010,Closed,2023-01-10,2023-02-23
DEV000754,PROD00633,BATCH001403,PLANT02,Process Deviation,Critical,RC016,Closed,2023-04-08,2023-04-14
DEV000755,PROD00998,BATCH000611,PLANT02,Out-of-Specification (OOS),Minor,RC016,Under Review,2025-07-06,
DEV000756,PROD00239,BATCH000667,PLANT05,Documentation Error,Critical,RC002,Closed,2023-06-06,2023-07-03
DEV000757,PROD00654,BATCH000479,PLANT01,Contamination,Minor,RC018,Closed,2023-03-29,2023-04-22
DEV000758,PROD00134,BATCH000401,PLANT04,Process Deviation,Minor,RC022,Open,2025-06-11,
DEV000759,PROD00798,BATCH000866,PLANT01,Labeling Error,Major,RC008,Open,2023-02-04,
DEV000760,PROD00489,BATCH000108,PLANT02,Labeling Error,Major,RC003,Closed,2025-06-13,2025-07-05
DEV000761,PROD00577,BATCH001322,PLANT01,Temperature Excursion,Major,RC005,Open,2023-10-11,
DEV000762,PROD00447,BATCH000049,PLANT04,Documentation Error,Minor,RC025,Closed,2024-12-20,2025-01-02
DEV000763,PROD00441,BATCH001121,PLANT05,Contamination,Minor,RC025,Closed,2023-12-18,2024-01-12
DEV000764,PROD00625,BATCH000258,PLANT05,Out-of-Specification (OOS),Major,RC006,Under Review,2023-05-24,
DEV000765,PROD00122,BATCH000125,PLANT05,Temperature Excursion,Critical,RC012,Closed,2023-09-10,2023-10-07
DEV000766,PROD00875,BATCH000471,PLANT01,Process Deviation,Minor,RC011,Closed,2023-07-15,2023-08-08
DEV000767,PROD00824,BATCH001152,PLANT01,Temperature Excursion,Minor,RC014,Under Review,2024-03-01,
DEV000768,PROD00472,BATCH000331,PLANT04,Contamination,Minor,RC022,Closed,2024-02-15,2024-03-21
DEV000769,PROD00466,BATCH000039,PLANT05,Contamination,Minor,RC002,Closed,2025-02-13,2025-03-20
DEV000770,PROD00109,BATCH000030,PLANT01,Temperature Excursion,Minor,RC013,Open,2024-10-20,
DEV000771,PROD00257,BATCH000901,PLANT03,Documentation Error,Minor,RC020,Closed,2024-08-30,2024-09-17
DEV000772,PROD00656,BATCH000443,PLANT04,Temperature Excursion,Major,RC017,Closed,2025-05-15,2025-06-24
DEV000773,PROD00902,BATCH000015,PLANT04,Temperature Excursion,Major,RC023,Closed,2023-07-02,2023-07-05
DEV000774,PROD00211,BATCH000083,PLANT01,Labeling Error,Major,RC007,Closed,2024-05-25,2024-06-18
DEV000775,PROD00625,BATCH000705,PLANT05,Process Deviation,Critical,RC021,Closed,2023-12-26,2024-01-25
DEV000776,PROD00551,BATCH000469,PLANT01,Process Deviation,Minor,RC013,Under Review,2024-08-10,
DEV000777,PROD00434,BATCH000357,PLANT03,Process Deviation,Major,RC012,Open,2025-07-22,
DEV000778,PROD00227,BATCH001366,PLANT01,Process Deviation,Minor,RC006,Closed,2023-02-12,2023-03-07
DEV000779,PROD00980,BATCH001113,PLANT02,Labeling Error,Minor,RC021,Closed,2025-02-08,2025-02-17
DEV000780,PROD00706,BATCH001326,PLANT03,Labeling Error,Major,RC015,Closed,2025-08-09,2025-09-20
DEV000781,PROD00566,BATCH001388,PLANT05,Equipment Malfunction,Major,RC023,Open,2023-12-22,
DEV000782,PROD00914,BATCH000460,PLANT01,Temperature Excursion,Critical,RC007,Closed,2023-12-09,2024-01-10
DEV000783,PROD00459,BATCH000485,PLANT05,Temperature Excursion,Minor,RC001,Open,2025-03-08,
DEV000784,PROD00869,BATCH000567,PLANT05,Documentation Error,Minor,RC009,Closed,2023-11-22,2024-01-02
DEV000785,PROD00291,BATCH000257,PLANT04,Out-of-Specification (OOS),Minor,RC009,Closed,2023-05-09,2023-06-17
DEV000786,PROD00038,BATCH000880,PLANT05,Temperature Excursion,Major,RC013,Closed,2023-04-28,2023-06-10
DEV000787,PROD00028,BATCH001169,PLANT01,Labeling Error,Minor,RC003,Closed,2024-01-27,2024-02-12
DEV000788,PROD00943,BATCH001416,PLANT05,Labeling Error,Critical,RC022,Closed,2024-11-26,2024-12-04
DEV000789,PROD00766,BATCH001327,PLANT05,Temperature Excursion,Critical,RC011,Closed,2023-06-15,2023-07-12
DEV000790,PROD00762,BATCH000372,PLANT05,Temperature Excursion,Minor,RC020,Closed,2023-08-23,2023-09-29
DEV000791,PROD00269,BATCH000468,PLANT01,Labeling Error,Minor,RC023,Closed,2023-01-23,2023-02-05
DEV000792,PROD00569,BATCH000898,PLANT03,Labeling Error,Major,RC011,Closed,2024-01-23,2024-01-28
DEV000793,PROD00475,BATCH000106,PLANT02,Contamination,Minor,RC011,Closed,2024-03-05,2024-03-16
DEV000794,PROD00595,BATCH000802,PLANT01,Labeling Error,Critical,RC018,Closed,2024-12-30,2025-01-10
DEV000795,PROD00801,BATCH000641,PLANT02,Process Deviation,Minor,RC025,Under Review,2023-08-24,
DEV000796,PROD00235,BATCH000439,PLANT02,Temperature Excursion,Major,RC004,Closed,2023-05-08,2023-05-31
DEV000797,PROD00297,BATCH001151,PLANT05,Equipment Malfunction,Minor,RC016,Closed,2025-02-14,2025-03-22
DEV000798,PROD00970,BATCH000912,PLANT01,Equipment Malfunction,Major,RC023,Closed,2025-01-10,2025-01-26
DEV000799,PROD00980,BATCH001297,PLANT02,Equipment Malfunction,Minor,RC008,Closed,2023-03-14,2023-04-05
DEV000800,PROD00979,BATCH001343,PLANT02,Documentation Error,Minor,RC012,Closed,2023-04-27,2023-05-11
DEV000801,PROD00195,BATCH000726,PLANT03,Labeling Error,Minor,RC012,Open,2024-04-13,
DEV000802,PROD00450,BATCH001461,PLANT01,Equipment Malfunction,Major,RC006,Closed,2024-08-24,2024-08-31
DEV000803,PROD00380,BATCH001035,PLANT03,Temperature Excursion,Minor,RC010,Closed,2024-07-13,2024-07-29
DEV000804,PROD00973,BATCH001036,PLANT02,Out-of-Specification (OOS),Minor,RC005,Open,2023-08-25,
DEV000805,PROD00988,BATCH001476,PLANT03,Documentation Error,Minor,RC009,Closed,2024-01-03,2024-01-15
DEV000806,PROD00734,BATCH000946,PLANT01,Equipment Malfunction,Minor,RC024,Under Review,2024-01-24,
DEV000807,PROD00925,BATCH000787,PLANT05,Contamination,Minor,RC021,Open,2025-04-20,
DEV000808,PROD00345,BATCH000799,PLANT02,Temperature Excursion,Minor,RC009,Closed,2024-07-03,2024-07-24
DEV000809,PROD00690,BATCH000239,PLANT03,Labeling Error,Critical,RC024,Closed,2023-06-07,2023-06-21
DEV000810,PROD00535,BATCH000815,PLANT03,Documentation Error,Minor,RC012,Under Review,2025-07-22,
DEV000811,PROD00862,BATCH000601,PLANT04,Labeling Error,Minor,RC018,Closed,2024-04-24,2024-05-22
DEV000812,PROD00975,BATCH000121,PLANT02,Equipment Malfunction,Major,RC011,Under Review,2023-11-15,
DEV000813,PROD00838,BATCH000266,PLANT02,Labeling Error,Major,RC003,Open,2024-02-04,
DEV000814,PROD00071,BATCH001274,PLANT01,Temperature Excursion,Major,RC004,Closed,2023-12-28,2024-01-14
DEV000815,PROD00741,BATCH000760,PLANT01,Documentation Error,Major,RC017,Open,2025-05-03,
DEV000816,PROD00085,BATCH001056,PLANT04,Labeling Error,Major,RC022,Open,2025-02-16,
DEV000817,PROD00569,BATCH000607,PLANT03,Contamination,Minor,RC025,Closed,2023-11-30,2023-12-13
DEV000818,PROD00932,BATCH001382,PLANT05,Temperature Excursion,Minor,RC016,Closed,2023-12-08,2023-12-26
DEV000819,PROD00381,BATCH001438,PLANT02,Temperature Excursion,Minor,RC011,Under Review,2023-07-13,
DEV000820,PROD00959,BATCH000711,PLANT05,Equipment Malfunction,Major,RC003,Closed,2025-08-10,2025-08-28
DEV000821,PROD00584,BATCH001049,PLANT03,Process Deviation,Minor,RC009,Under Review,2023-06-22,
DEV000822,PROD00421,BATCH000464,PLANT02,Documentation Error,Minor,RC021,Closed,2024-10-30,2024-12-10
DEV000823,PROD00300,BATCH000181,PLANT04,Process Deviation,Minor,RC025,Closed,2023-05-24,2023-05-30
DEV000824,PROD00887,BATCH000373,PLANT03,Documentation Error,Minor,RC012,Closed,2024-08-20,2024-10-04
DEV000825,PROD00353,BATCH000638,PLANT02,Temperature Excursion,Major,RC003,Closed,2025-01-13,2025-02-17
DEV000826,PROD00245,BATCH000900,PLANT02,Temperature Excursion,Major,RC020,Closed,2024-03-06,2024-04-13
DEV000827,PROD00279,BATCH001454,PLANT04,Process Deviation,Major,RC019,Closed,2023-03-18,2023-04-09
DEV000828,PROD00898,BATCH001372,PLANT04,Out-of-Specification (OOS),Minor,RC012,Open,2023-01-15,
DEV000829,PROD00462,BATCH001208,PLANT02,Out-of-Specification (OOS),Major,RC007,Closed,2024-10-30,2024-11-15
DEV000830,PROD00951,BATCH000433,PLANT01,Process Deviation,Critical,RC005,Open,2025-07-14,
DEV000831,PROD00701,BATCH001215,PLANT05,Process Deviation,Major,RC001,Closed,2024-02-29,2024-03-03
DEV000832,PROD00124,BATCH000288,PLANT02,Equipment Malfunction,Minor,RC011,Closed,2025-05-18,2025-06-13
DEV000833,PROD00150,BATCH000056,PLANT01,Temperature Excursion,Major,RC017,Closed,2023-05-12,2023-06-09
DEV000834,PROD00413,BATCH000969,PLANT02,Labeling Error,Minor,RC013,Closed,2025-07-13,2025-08-25
DEV000835,PROD00706,BATCH000751,PLANT03,Out-of-Specification (OOS),Major,RC024,Closed,2025-08-11,2025-09-08
DEV000836,PROD00923,BATCH000105,PLANT01,Temperature Excursion,Minor,RC009,Closed,2025-07-18,2025-07-31
DEV000837,PROD00327,BATCH000828,PLANT02,Contamination,Minor,RC003,Open,2023-05-16,
DEV000838,PROD00087,BATCH001409,PLANT03,Equipment Malfunction,Major,RC019,Open,2023-03-14,
DEV000839,PROD00471,BATCH001284,PLANT04,Labeling Error,Major,RC013,Closed,2024-09-16,2024-09-25
DEV000840,PROD00261,BATCH001316,PLANT05,Out-of-Specification (OOS),Major,RC003,Closed,2025-05-07,2025-05-15
DEV000841,PROD00069,BATCH000599,PLANT03,Documentation Error,Major,RC005,Under Review,2024-02-06,
DEV000842,PROD00786,BATCH000275,PLANT05,Out-of-Specification (OOS),Minor,RC006,Closed,2024-08-19,2024-08-30
DEV000843,PROD00893,BATCH000294,PLANT04,Temperature Excursion,Minor,RC025,Closed,2024-04-09,2024-04-19
DEV000844,PROD00729,BATCH000477,PLANT05,Temperature Excursion,Minor,RC009,Closed,2024-07-29,2024-08-22
DEV000845,PROD00406,BATCH000644,PLANT03,Documentation Error,Minor,RC008,Closed,2024-01-09,2024-01-30
DEV000846,PROD00733,BATCH000743,PLANT05,Equipment Malfunction,Minor,RC007,Closed,2025-04-11,2025-04-17
DEV000847,PROD00992,BATCH000606,PLANT02,Documentation Error,Minor,RC022,Closed,2023-09-23,2023-11-03
DEV000848,PROD00993,BATCH000547,PLANT05,Temperature Excursion,Minor,RC019,Closed,2024-02-22,2024-03-11
DEV000849,PROD00416,BATCH000553,PLANT03,Temperature Excursion,Minor,RC006,Closed,2024-10-05,2024-10-22
DEV000850,PROD00224,BATCH000731,PLANT02,Equipment Malfunction,Major,RC016,Closed,2023-06-16,2023-07-13
DEV000851,PROD00970,BATCH001447,PLANT01,Labeling Error,Major,RC009,Closed,2023-06-29,2023-07-19
DEV000852,PROD00446,BATCH000678,PLANT03,Temperature Excursion,Minor,RC025,Closed,2023-11-09,2023-12-06
DEV000853,PROD00349,BATCH000170,PLANT01,Out-of-Specification (OOS),Minor,RC019,Closed,2023-03-28,2023-05-08
DEV000854,PROD00295,BATCH000351,PLANT02,Temperature Excursion,Minor,RC007,Closed,2024-06-04,2024-06-11
DEV000855,PROD00312,BATCH001067,PLANT02,Process Deviation,Minor,RC008,Closed,2025-04-15,2025-04-20
DEV000856,PROD00472,BATCH001258,PLANT04,Contamination,Critical,RC004,Closed,2024-09-26,2024-10-07
DEV000857,PROD00053,BATCH000864,PLANT05,Contamination,Minor,RC024,Closed,2023-07-24,2023-08-06
DEV000858,PROD00764,BATCH000545,PLANT02,Documentation Error,Minor,RC020,Closed,2024-04-07,2024-05-17
DEV000859,PROD00144,BATCH000222,PLANT01,Labeling Error,Minor,RC015,Closed,2024-12-27,2025-01-29
DEV000860,PROD00572,BATCH001249,PLANT05,Labeling Error,Minor,RC017,Closed,2023-11-12,2023-11-26
DEV000861,PROD00621,BATCH000099,PLANT03,Contamination,Minor,RC006,Open,2023-03-13,
DEV000862,PROD00371,BATCH001369,PLANT01,Process Deviation,Major,RC007,Closed,2024-01-14,2024-01-27
DEV000863,PROD00570,BATCH000573,PLANT03,Documentation Error,Minor,RC011,Closed,2024-06-15,2024-06-23
DEV000864,PROD00848,BATCH000652,PLANT02,Temperature Excursion,Major,RC001,Closed,2023-01-11,2023-01-27
DEV000865,PROD00796,BATCH000040,PLANT05,Labeling Error,Minor,RC019,Open,2025-06-01,
DEV000866,PROD00048,BATCH001084,PLANT02,Out-of-Specification (OOS),Major,RC024,Under Review,2024-05-07,
DEV000867,PROD00221,BATCH000367,PLANT03,Temperature Excursion,Minor,RC006,Open,2024-04-10,
DEV000868,PROD00125,BATCH000503,PLANT01,Documentation Error,Major,RC005,Closed,2025-04-19,2025-05-02
DEV000869,PROD00204,BATCH000636,PLANT03,Contamination,Major,RC017,Closed,2023-07-28,2023-08-24
DEV000870,PROD00620,BATCH000925,PLANT04,Documentation Error,Major,RC008,Closed,2025-02-19,2025-03-30
DEV000871,PROD00611,BATCH000414,PLANT04,Contamination,Critical,RC023,Closed,2024-06-03,2024-06-23
DEV000872,PROD00820,BATCH000173,PLANT03,Labeling Error,Critical,RC009,Closed,2023-09-05,2023-09-20
DEV000873,PROD00605,BATCH001280,PLANT02,Out-of-Specification (OOS),Minor,RC024,Closed,2025-04-18,2025-05-03
DEV000874,PROD00966,BATCH000408,PLANT04,Contamination,Minor,RC019,Closed,2024-05-20,2024-06-25
DEV000875,PROD00353,BATCH001417,PLANT02,Labeling Error,Critical,RC020,Closed,2024-11-13,2024-11-21
DEV000876,PROD00779,BATCH001030,PLANT04,Process Deviation,Major,RC009,Closed,2025-06-20,2025-06-25
DEV000877,PROD00582,BATCH001344,PLANT02,Process Deviation,Minor,RC017,Closed,2023-10-12,2023-11-07
DEV000878,PROD00258,BATCH001184,PLANT04,Documentation Error,Minor,RC024,Closed,2023-01-05,2023-02-07
DEV000879,PROD00661,BATCH000381,PLANT02,Contamination,Minor,RC014,Closed,2025-04-26,2025-04-29
DEV000880,PROD00631,BATCH000860,PLANT03,Out-of-Specification (OOS),Minor,RC010,Closed,2023-04-14,2023-05-25
DEV000881,PROD00844,BATCH001245,PLANT04,Contamination,Major,RC025,Closed,2025-06-21,2025-07-12
DEV000882,PROD00513,BATCH000883,PLANT02,Equipment Malfunction,Minor,RC008,Closed,2023-10-10,2023-11-21
DEV000883,PROD00162,BATCH001159,PLANT04,Contamination,Major,RC002,Under Review,2023-07-31,
DEV000884,PROD00004,BATCH000794,PLANT04,Process Deviation,Minor,RC005,Closed,2023-09-22,2023-10-19
DEV000885,PROD00396,BATCH000655,PLANT03,Equipment Malfunction,Major,RC011,Closed,2023-11-27,2024-01-11
DEV000886,PROD00869,BATCH000792,PLANT05,Out-of-Specification (OOS),Major,RC022,Closed,2024-07-05,2024-07-31
DEV000887,PROD00119,BATCH000388,PLANT02,Equipment Malfunction,Major,RC024,Under Review,2024-02-01,
DEV000888,PROD00188,BATCH000989,PLANT01,Out-of-Specification (OOS),Major,RC012,Open,2025-08-08,
DEV000889,PROD00273,BATCH000447,PLANT04,Equipment Malfunction,Minor,RC022,Closed,2024-02-23,2024-03-16
DEV000890,PROD00034,BATCH000991,PLANT04,Process Deviation,Minor,RC021,Closed,2024-02-19,2024-04-03
DEV000891,PROD00209,BATCH000156,PLANT01,Labeling Error,Minor,RC013,Closed,2023-06-27,2023-07-03
DEV000892,PROD00099,BATCH000587,PLANT01,Documentation Error,Minor,RC009,Closed,2023-05-28,2023-06-15
DEV000893,PROD00930,BATCH000911,PLANT04,Out-of-Specification (OOS),Minor,RC023,Closed,2023-07-29,2023-08-21
DEV000894,PROD00767,BATCH001248,PLANT03,Temperature Excursion,Minor,RC024,Open,2024-04-21,
DEV000895,PROD00366,BATCH000555,PLANT01,Contamination,Major,RC010,Open,2023-01-16,
DEV000896,PROD00126,BATCH000407,PLANT04,Labeling Error,Major,RC025,Closed,2023-08-06,2023-08-12
DEV000897,PROD00751,BATCH000198,PLANT01,Documentation Error,Major,RC023,Closed,2025-01-13,2025-02-07
DEV000898,PROD00524,BATCH001254,PLANT04,Equipment Malfunction,Major,RC011,Closed,2025-04-21,2025-05-01
DEV000899,PROD00358,BATCH000668,PLANT02,Process Deviation,Minor,RC001,Closed,2025-04-18,2025-05-17
DEV000900,PROD00082,BATCH000136,PLANT02,Labeling Error,Minor,RC024,Under Review,2024-09-03,
DEV000901,PROD00053,BATCH000818,PLANT05,Documentation Error,Critical,RC006,Closed,2023-05-30,2023-06-13
DEV000902,PROD00228,BATCH000250,PLANT03,Temperature Excursion,Minor,RC015,Closed,2025-04-11,2025-05-12
DEV000903,PROD00482,BATCH000385,PLANT05,Labeling Error,Major,RC010,Closed,2023-08-07,2023-09-20
DEV000904,PROD00461,BATCH000526,PLANT05,Labeling Error,Critical,RC008,Closed,2025-04-16,2025-05-15
DEV000905,PROD00213,BATCH000699,PLANT01,Labeling Error,Minor,RC017,Closed,2023-03-02,2023-04-16
DEV000906,PROD00241,BATCH000193,PLANT03,Labeling Error,Minor,RC005,Closed,2024-05-14,2024-05-21
DEV000907,PROD00486,BATCH000148,PLANT03,Temperature Excursion,Minor,RC001,Under Review,2024-04-25,
DEV000908,PROD00819,BATCH000656,PLANT03,Temperature Excursion,Critical,RC004,Closed,2024-10-09,2024-11-21
DEV000909,PROD00937,BATCH001240,PLANT05,Temperature Excursion,Major,RC021,Closed,2023-04-01,2023-05-04
DEV000910,PROD00260,BATCH000183,PLANT01,Temperature Excursion,Major,RC002,Open,2023-05-13,
DEV000911,PROD00399,BATCH000335,PLANT05,Labeling Error,Minor,RC006,Under Review,2024-08-24,
DEV000912,PROD00919,BATCH000283,PLANT03,Process Deviation,Minor,RC001,Closed,2025-02-18,2025-03-11
DEV000913,PROD00430,BATCH000600,PLANT05,Equipment Malfunction,Major,RC014,Closed,2023-01-20,2023-02-05
DEV000914,PROD00831,BATCH000821,PLANT05,Temperature Excursion,Minor,RC003,Open,2025-03-24,
DEV000915,PROD00581,BATCH000563,PLANT04,Out-of-Specification (OOS),Minor,RC007,Closed,2023-06-02,2023-07-17
DEV000916,PROD00994,BATCH001489,PLANT05,Temperature Excursion,Minor,RC001,Open,2024-06-04,
DEV000917,PROD00425,BATCH000937,PLANT01,Labeling Error,Minor,RC015,Open,2025-03-14,
DEV000918,PROD00792,BATCH001446,PLANT05,Contamination,Minor,RC014,Closed,2023-08-06,2023-09-02
DEV000919,PROD00025,BATCH000019,PLANT02,Temperature Excursion,Major,RC009,Under Review,2023-10-14,
DEV000920,PROD00120,BATCH000762,PLANT03,Temperature Excursion,Critical,RC011,Closed,2025-07-31,2025-08-17
DEV000921,PROD00982,BATCH000940,PLANT04,Temperature Excursion,Minor,RC024,Open,2023-12-23,
DEV000922,PROD00877,BATCH000761,PLANT03,Contamination,Minor,RC005,Under Review,2025-04-15,
DEV000923,PROD00488,BATCH001226,PLANT03,Process Deviation,Minor,RC004,Closed,2024-05-15,2024-06-01
DEV000924,PROD00777,BATCH000993,PLANT05,Equipment Malfunction,Critical,RC014,Open,2023-07-10,
DEV000925,PROD00856,BATCH000510,PLANT05,Contamination,Major,RC009,Under Review,2025-07-28,
DEV000926,PROD00503,BATCH000844,PLANT05,Documentation Error,Minor,RC002,Closed,2023-01-13,2023-02-24
DEV000927,PROD00164,BATCH000549,PLANT01,Out-of-Specification (OOS),Minor,RC011,Open,2024-08-07,
DEV000928,PROD01000,BATCH001061,PLANT01,Documentation Error,Critical,RC012,Closed,2024-01-10,2024-02-13
DEV000929,PROD00675,BATCH001120,PLANT03,Labeling Error,Minor,RC007,Open,2023-09-13,
DEV000930,PROD00342,BATCH000689,PLANT04,Documentation Error,Minor,RC015,Under Review,2025-06-14,
DEV000931,PROD00044,BATCH000058,PLANT03,Process Deviation,Major,RC010,Closed,2025-03-12,2025-03-17
DEV000932,PROD00401,BATCH000053,PLANT05,Temperature Excursion,Critical,RC018,Closed,2024-01-23,2024-02-06
DEV000933,PROD00667,BATCH000005,PLANT05,Labeling Error,Major,RC022,Closed,2024-04-17,2024-04-22
DEV000934,PROD00989,BATCH000869,PLANT04,Out-of-Specification (OOS),Critical,RC008,Open,2023-02-06,
DEV000935,PROD00127,BATCH000399,PLANT05,Labeling Error,Minor,RC019,Open,2024-09-28,
DEV000936,PROD00696,BATCH001057,PLANT05,Out-of-Specification (OOS),Minor,RC019,Closed,2025-02-24,2025-03-14
DEV000937,PROD00929,BATCH000637,PLANT02,Labeling Error,Major,RC025,Under Review,2023-01-30,
DEV000938,PROD00367,BATCH000300,PLANT01,Process Deviation,Major,RC017,Open,2023-06-27,
DEV000939,PROD00799,BATCH000528,PLANT03,Contamination,Critical,RC004,Closed,2023-05-11,2023-06-22
DEV000940,PROD00236,BATCH000846,PLANT05,Labeling Error,Major,RC021,Open,2023-11-30,
DEV000941,PROD00901,BATCH000920,PLANT05,Out-of-Specification (OOS),Major,RC024,Closed,2025-06-29,2025-07-30
DEV000942,PROD00006,BATCH000237,PLANT04,Out-of-Specification (OOS),Critical,RC020,Closed,2024-10-05,2024-11-14
DEV000943,PROD00233,BATCH000028,PLANT05,Labeling Error,Minor,RC023,Closed,2025-01-01,2025-01-20
DEV000944,PROD00353,BATCH000906,PLANT02,Contamination,Minor,RC021,Closed,2023-01-24,2023-02-05
DEV000945,PROD00041,BATCH001034,PLANT01,Labeling Error,Minor,RC020,Closed,2025-01-06,2025-02-12
DEV000946,PROD00572,BATCH000441,PLANT05,Process Deviation,Minor,RC003,Closed,2023-12-17,2024-01-06
DEV000947,PROD00031,BATCH000624,PLANT05,Process Deviation,Major,RC005,Closed,2024-10-24,2024-11-06
DEV000948,PROD00350,BATCH000231,PLANT04,Temperature Excursion,Minor,RC024,Open,2024-01-16,
DEV000949,PROD00899,BATCH001361,PLANT01,Process Deviation,Minor,RC022,Closed,2023-03-27,2023-04-30
DEV000950,PROD00458,BATCH001246,PLANT01,Equipment Malfunction,Minor,RC001,Closed,2023-12-05,2024-01-09
DEV000951,PROD00236,BATCH000002,PLANT05,Temperature Excursion,Critical,RC017,Closed,2024-05-28,2024-06-08
DEV000952,PROD00680,BATCH001393,PLANT02,Temperature Excursion,Minor,RC023,Closed,2023-03-21,2023-05-03
DEV000953,PROD00410,BATCH001068,PLANT02,Temperature Excursion,Minor,RC006,Closed,2025-02-03,2025-02-12
DEV000954,PROD00765,BATCH000985,PLANT05,Documentation Error,Major,RC013,Closed,2024-08-05,2024-09-19
DEV000955,PROD00611,BATCH000394,PLANT04,Labeling Error,Minor,RC003,Closed,2024-01-21,2024-02-17
DEV000956,PROD00285,BATCH000589,PLANT02,Process Deviation,Major,RC011,Closed,2024-05-21,2024-06-02
DEV000957,PROD00900,BATCH000251,PLANT04,Labeling Error,Major,RC013,Closed,2024-07-13,2024-08-09
DEV000958,PROD00180,BATCH000482,PLANT03,Process Deviation,Critical,RC014,Under Review,2023-05-12,
DEV000959,PROD00977,BATCH000382,PLANT01,Equipment Malfunction,Major,RC001,Closed,2025-06-21,2025-07-01
DEV000960,PROD00155,BATCH001328,PLANT01,Process Deviation,Minor,RC019,Closed,2023-04-27,2023-05-15
DEV000961,PROD00050,BATCH000292,PLANT03,Contamination,Minor,RC016,Closed,2024-01-23,2024-03-08
DEV000962,PROD00262,BATCH001219,PLANT04,Out-of-Specification (OOS),Minor,RC008,Closed,2023-04-24,2023-04-28
DEV000963,PROD00060,BATCH000902,PLANT05,Process Deviation,Major,RC012,Closed,2023-05-25,2023-07-04
DEV000964,PROD00367,BATCH001376,PLANT01,Labeling Error,Critical,RC014,Closed,2024-08-30,2024-09-27
DEV000965,PROD00015,BATCH001300,PLANT02,Temperature Excursion,Minor,RC021,Closed,2023-11-27,2023-12-21
DEV000966,PROD00676,BATCH000926,PLANT04,Out-of-Specification (OOS),Critical,RC022,Closed,2023-10-12,2023-11-05
DEV000967,PROD00986,BATCH001431,PLANT04,Documentation Error,Minor,RC021,Open,2024-05-26,
DEV000968,PROD00324,BATCH000872,PLANT04,Labeling Error,Major,RC025,Closed,2025-03-14,2025-03-20
DEV000969,PROD00940,BATCH000707,PLANT02,Temperature Excursion,Major,RC010,Closed,2023-02-26,2023-03-23
DEV000970,PROD00403,BATCH000974,PLANT05,Process Deviation,Major,RC025,Closed,2024-12-01,2025-01-10
DEV000971,PROD00141,BATCH001050,PLANT03,Documentation Error,Minor,RC013,Closed,2024-07-28,2024-08-16
DEV000972,PROD00155,BATCH000501,PLANT01,Process Deviation,Major,RC019,Closed,2024-10-26,2024-11-09
DEV000973,PROD00169,BATCH000025,PLANT01,Contamination,Minor,RC019,Under Review,2023-12-28,
DEV000974,PROD00680,BATCH000695,PLANT02,Equipment Malfunction,Major,RC010,Closed,2025-01-05,2025-02-09
DEV000975,PROD00886,BATCH000467,PLANT04,Documentation Error,Minor,RC017,Under Review,2025-03-27,
